Specific ID,Plant Id,"Combined Heat And
Power Plant",Nuclear Unit Id,Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,Reserved,NAICS Code,EIA Sector Number,Sector Name,"Reported
Prime Mover","Reported
Fuel Type Code",AER Fuel Type Code,Reserved,Reserved,"Physical
Unit Label","Quantity
January","Quantity
February","Quantity
March","Quantity
April","Quantity
May","Quantity
June","Quantity
July","Quantity
August","Quantity
September","Quantity
October","Quantity
November","Quantity
December","Elec_Quantity
January","Elec_Quantity
February","Elec_Quantity
March","Elec_Quantity
April","Elec_Quantity
May","Elec_Quantity
June","Elec_Quantity
July","Elec_Quantity
August","Elec_Quantity
September","Elec_Quantity
October","Elec_Quantity
November","Elec_Quantity
December","MMBtuPer_Unit
January","MMBtuPer_Unit
February","MMBtuPer_Unit
March","MMBtuPer_Unit
April","MMBtuPer_Unit
May","MMBtuPer_Unit
June","MMBtuPer_Unit
July","MMBtuPer_Unit
August","MMBtuPer_Unit
September","MMBtuPer_Unit
October","MMBtuPer_Unit
November","MMBtuPer_Unit
December","Tot_MMBtu
January","Tot_MMBtu
February","Tot_MMBtu
March","Tot_MMBtu
April","Tot_MMBtu
May","Tot_MMBtu
June","Tot_MMBtu
July","Tot_MMBtu
August","Tot_MMBtu
September","Tot_MMBtu
October","Tot_MMBtu
November","Tot_MMBtu
December","Elec_MMBtu
January","Elec_MMBtu
February","Elec_MMBtu
March","Elec_MMBtu
April","Elec_MMBtu
May","Elec_MMBtu
June","Elec_MMBtu
July","Elec_MMBtu
August","Elec_MMBtu
September","Elec_MMBtu
October","Elec_MMBtu
November","Elec_MMBtu
December","Netgen
January","Netgen
February","Netgen
March","Netgen
April","Netgen
May","Netgen
June","Netgen
July","Netgen
August","Netgen
September","Netgen
October","Netgen
November","Netgen
December",Total Fuel Consumption Quantity,Electric Fuel Consumption Quantity,Total Fuel Consumption MMBtu,Elec Fuel Consumption MMBtu,Net Generation (Megawatthours),YEAR
2242,2487,N,,West Coxsackie,Central Hudson Gas & Elec Corp,3249,NY,MAT,NPCC,,22,1,Electric Utility,GT,NG,NG,,,mcf,428,365,417,343,378,494,625,582,495,393,350,417,428,365,417,343,378,494,625,582,495,393,350,417,1,1,1,1,1,1,1,1,1,1,1,1,440,376,429,353,389,508,643,599,509,404,360,429,440,376,429,353,389,508,643,599,509,404,360,429,33,28,32,26,29,38,48,45,38,30,27,32,5287,5287,5439,5439,405,2017
2243,2490,N,,Arthur Kill Generating Station,NRG Arthur Kill Operations Inc,13192,NY,MAT,NPCC,,22,2,NAICS-22 Non-Cogen,GT,NG,NG,,,mcf,645,552,629,518,571,746,944,879,748,594,529,629,645,552,629,518,571,746,944,879,748,594,529,629,1,1,1,1,1,1,1,1,1,1,1,1,664,569,648,534,588,768,972,905,770,612,545,648,664,569,648,534,588,768,972,905,770,612,545,648,29,25,28,23,26,34,43,40,34,27,24,28,7984,7984,8223,8223,361,2017
2244,2490,N,,Arthur Kill Generating Station,NRG Arthur Kill Operations Inc,13192,NY,MAT,NPCC,,22,2,NAICS-22 Non-Cogen,ST,NG,NG,,,mcf,490820,445530,412330,699910,927350,1246719,1492780,1101499,1136004,708970,101257,288835,490820,445530,412330,699910,927350,1246719,1492780,1101499,1136004,708970,101257,288835,1,1,1,1,1,1,1,1,1,1,1,1,505545,458896,424700,720907,955171,1284121,1537563,1134544,1170084,730239,104295,297500,505545,458896,424700,720907,955171,1284121,1537563,1134544,1170084,730239,104295,297500,39414,39196,34032,66200,81367,112008,147541,106367,100600,68375,6864,24793,9052004,9052004,9323565,9323565,826757,2017
2245,2493,Y,,East River,Consolidated Edison Co-NY Inc,4226,NY,MAT,NPCC,,22,1,Electric Utility,GT,DFO,DFO,,,barrels,848,0,0,0,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4838,0,0,0,0,0,0,0,0,0,0,0,3699,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,848,648,4838,3699,462,2017
2246,2493,Y,,East River,Consolidated Edison Co-NY Inc,4226,NY,MAT,NPCC,,22,1,Electric Utility,GT,NG,NG,,,mcf,2467528,2366645,2580290,1705914,2341197,2090122,2175561,2156668,1910488,817606,2471165,2636058,1886761,1790081,1965050,1255945,1688017,1494427,1539611,1507841,1329196,559029,1852892,2012367,1,1,1,1,1,1,1,1,1,1,1,1,2583502,2470777,2680921,1770739,2444210,2179997,2251706,2242935,1986908,849493,2589781,2770497,1975439,1868845,2041687,1303671,1762290,1558687,1593497,1568155,1382364,580831,1941831,2114998,246672,233387,255049,162949,219590,193791,198095,194739,171250,72236,242668,264284,25719242,18881217,26821466,19692295,2454710,2017
2247,2493,Y,,East River,Consolidated Edison Co-NY Inc,4226,NY,MAT,NPCC,,22,1,Electric Utility,ST,NG,NG,,,mcf,620734,491956,744551,860880,27119,870335,974929,538923,673184,1108139,63075,546514,351715,307307,485335,609329,7353,594323,627973,339925,407874,684673,45758,303046,1,1,1,1,1,1,1,1,1,1,1,1,649908,513602,773588,893593,28312,907759,1009052,560480,700111,1151356,66103,574386,368246,320829,504263,632484,7677,619879,649952,353522,424189,711375,47954,318501,46587,40088,63413,77037,904,75937,80482,44071,53156,87447,6045,39099,7520339,4764611,7828250,4958871,614265,2017
2248,2493,Y,,East River,Consolidated Edison Co-NY Inc,4226,NY,MAT,NPCC,,22,1,Electric Utility,ST,RFO,RFO,,,barrels,15799,0,0,0,0,2811,1016,0,0,1003,0,33648,8952,0,0,0,0,1919,654,0,0,620,0,18658,6,0,0,0,0,6,6,0,0,6,0,6,97338,0,0,0,0,17766,6421,0,0,6206,0,208247,55153,0,0,0,0,12131,4136,0,0,3834,0,115475,6977,0,0,0,0,1486,512,0,0,471,0,14176,54277,30803,335978,190729,23623,2017
2249,2494,N,,Gowanus Gas Turbines Generating,U S Power Generating Company LLC,54863,NY,MAT,NPCC,,22,2,NAICS-22 Non-Cogen,GT,DFO,DFO,,,barrels,370,387,236,82,82,267,84,158,94,82,97,4601,370,387,236,82,82,267,84,158,94,82,97,4601,6,6,6,6,6,6,6,6,6,6,6,6,2131,2229,1359,472,472,1538,484,910,541,472,559,26502,2131,2229,1359,472,472,1538,484,910,541,472,559,26502,118,124,75,26,26,85,27,51,30,26,31,1470,6540,6540,37669,37669,2089,2017
2250,2494,N,,Gowanus Gas Turbines Generating,U S Power Generating Company LLC,54863,NY,MAT,NPCC,,22,2,NAICS-22 Non-Cogen,GT,NG,NG,,,mcf,6932,5923,6759,5562,6133,8007,10143,9438,8032,6378,5682,6761,6932,5923,6759,5562,6133,8007,10143,9438,8032,6378,5682,6761,1,1,1,1,1,1,1,1,1,1,1,1,7209,6160,7029,5784,6378,8327,10549,9816,8353,6633,5909,7031,7209,6160,7029,5784,6378,8327,10549,9816,8353,6633,5909,7031,400,342,390,321,354,462,585,544,463,368,328,390,85750,85750,89178,89178,4945,2017
2251,2494,N,,Gowanus Gas Turbines Generating,U S Power Generating Company LLC,54863,NY,MAT,NPCC,,22,2,NAICS-22 Non-Cogen,GT,RFO,RFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
2252,2496,N,,Hudson Avenue,Consolidated Edison Co-NY Inc,4226,NY,MAT,NPCC,,22,1,Electric Utility,GT,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
2253,2496,N,,Hudson Avenue,Consolidated Edison Co-NY Inc,4226,NY,MAT,NPCC,,22,1,Electric Utility,GT,KER,WOO,,,barrels,386,406,247,86,86,280,89,166,99,86,102,4826,386,406,247,86,86,280,89,166,99,86,102,4826,6,6,6,6,6,6,6,6,6,6,6,6,2185,2298,1398,487,487,1585,504,940,560,487,577,27320,2185,2298,1398,487,487,1585,504,940,560,487,577,27320,119,124,76,26,27,86,27,51,30,26,31,1480,6859,6859,38828,38828,2104,2017
2254,2497,N,2,Indian Point 2,Entergy Nuclear Indian Point 2,6027,NY,MAT,NPCC,,22,2,NAICS-22 Non-Cogen,ST,NUC,NUC,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7970974,7206548,7974060,7704946,7904015,6769984,7696140,7661750,6800807,7811305,7711829,4122967,7970974,7206548,7974060,7704946,7904015,6769984,7696140,7661750,6800807,7811305,7711829,4122967,762107,689020,762402,736672,755705,647280,735830,732542,650227,746841,737330,394198,0,0,87335325,87335325,8350154,2017
2255,2499,N,,Narrows Gas Turbines Generating,U S Power Generating Company LLC,54863,NY,MAT,NPCC,,22,2,NAICS-22 Non-Cogen,GT,DFO,DFO,,,barrels,14,17,10,4,4,11,4,7,4,4,4,197,14,17,10,4,4,11,4,7,4,4,4,197,6,6,6,6,6,6,6,6,6,6,6,6,81,98,58,23,23,64,23,40,23,23,23,1138,81,98,58,23,23,64,23,40,23,23,23,1138,5,5,3,1,1,4,1,2,1,1,1,65,280,280,1617,1617,92,2017
2256,2499,N,,Narrows Gas Turbines Generating,U S Power Generating Company LLC,54863,NY,MAT,NPCC,,22,2,NAICS-22 Non-Cogen,GT,NG,NG,,,mcf,32579,27838,31763,26140,28825,37631,47666,44352,37748,29974,26702,31772,32579,27838,31763,26140,28825,37631,47666,44352,37748,29974,26702,31772,1,1,1,1,1,1,1,1,1,1,1,1,33882,28952,33034,27186,29978,39136,49573,46126,39258,31173,27770,33043,33882,28952,33034,27186,29978,39136,49573,46126,39258,31173,27770,33043,1937,1655,1889,1554,1714,2238,2834,2637,2244,1782,1588,1889,402990,402990,419111,419111,23962,2017
2257,2500,N,,Ravenswood,"Helix Ravenswood, LLC",61130,NY,MAT,NPCC,,22,2,NAICS-22 Non-Cogen,CA,KER,WOO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,20,0,0,0,0,0,0,0,0,0,-339,0,0,0,0,-263,2017
2258,2500,N,,Ravenswood,"Helix Ravenswood, LLC",61130,NY,MAT,NPCC,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40140,38036,37411,27389,51307,45319,51327,48104,51127,47138,-386,-1069,0,0,0,0,435843,2017
2259,2500,N,,Ravenswood,"Helix Ravenswood, LLC",61130,NY,MAT,NPCC,,22,2,NAICS-22 Non-Cogen,CT,KER,WOO,,,barrels,263,92,0,0,0,0,0,0,0,0,0,1120,263,92,0,0,0,0,0,0,0,0,0,1120,5,5,0,0,0,0,0,0,0,0,0,5,1398,489,0,0,0,0,0,0,0,0,0,5954,1398,489,0,0,0,0,0,0,0,0,0,5954,134,47,0,0,0,0,0,0,0,0,0,308,1475,1475,7841,7841,489,2017
2260,2500,N,,Ravenswood,"Helix Ravenswood, LLC",61130,NY,MAT,NPCC,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,,,mcf,963819,906298,900683,622412,1145763,1035606,1130690,1073477,1149784,1061886,0,18229,963819,906298,900683,622412,1145763,1035606,1130690,1073477,1149784,1061886,0,18229,1,1,1,1,1,1,1,1,1,1,0,1,996589,937112,932207,643574,1183573,1067710,1166872,1111049,1190026,1094804,0,18758,996589,937112,932207,643574,1183573,1067710,1166872,1111049,1190026,1094804,0,18758,95411,90714,88977,59758,109634,98330,106699,103361,111917,104194,0,971,10008647,10008647,10342274,10342274,969966,2017
2261,2500,N,,Ravenswood,"Helix Ravenswood, LLC",61130,NY,MAT,NPCC,,22,2,NAICS-22 Non-Cogen,GT,KER,WOO,,,barrels,7,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,37,0,0,0,0,0,0,37,0,0,0,0,37,0,0,0,0,0,0,37,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,14,14,74,74,3,2017
2262,2500,N,,Ravenswood,"Helix Ravenswood, LLC",61130,NY,MAT,NPCC,,22,2,NAICS-22 Non-Cogen,GT,NG,NG,,,mcf,1098,4920,15015,9695,29514,77319,58870,29996,49424,33970,20983,14300,1098,4920,15015,9695,29514,77319,58870,29996,49424,33970,20983,14300,1,1,1,1,1,1,1,1,1,1,1,1,1133,5077,15526,10005,30517,79871,60930,31076,51203,35023,21592,14715,1133,5077,15526,10005,30517,79871,60930,31076,51203,35023,21592,14715,34,284,877,549,1631,4689,3514,1642,3069,2083,1352,969,345104,345104,356668,356668,20693,2017
2263,2500,N,,Ravenswood,"Helix Ravenswood, LLC",61130,NY,MAT,NPCC,,22,2,NAICS-22 Non-Cogen,ST,NG,NG,,,mcf,486677,165058,486762,960031,1123718,1090166,3813960,4255904,1651252,1227013,1080938,890367,486677,165058,486762,960031,1123718,1090166,3813960,4255904,1651252,1227013,1080938,890367,1,1,1,1,1,1,1,1,1,1,1,1,503711,170340,503312,996512,1161924,1129412,3939821,4404861,1710697,1268731,1112285,916188,503711,170340,503312,996512,1161924,1129412,3939821,4404861,1710697,1268731,1112285,916188,41772,10372,37928,90699,101180,93139,344776,384060,149391,111032,98889,81139,17231846,17231846,17817794,17817794,1544377,2017
2264,2500,N,,Ravenswood,"Helix Ravenswood, LLC",61130,NY,MAT,NPCC,,22,2,NAICS-22 Non-Cogen,ST,RFO,RFO,,,barrels,3263,0,0,0,0,542,1657,0,8840,0,0,41387,3263,0,0,0,0,542,1657,0,8840,0,0,41387,6,0,0,0,0,6,6,0,6,0,0,6,20191,0,0,0,0,3354,10254,0,54702,0,0,256103,20191,0,0,0,0,3354,10254,0,54702,0,0,256103,1674,0,0,0,0,277,897,0,4777,0,0,22681,55689,55689,344604,344604,30306,2017
2265,2503,N,,59th Street,Consolidated Edison Co-NY Inc,4226,NY,MAT,NPCC,,22,1,Electric Utility,GT,KER,WOO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
2266,2503,N,,59th Street,Consolidated Edison Co-NY Inc,4226,NY,MAT,NPCC,,22,1,Electric Utility,GT,NG,NG,,,mcf,148,127,145,119,131,171,217,202,172,137,122,145,148,127,145,119,131,171,217,202,172,137,122,145,1,1,1,1,1,1,1,1,1,1,1,1,154,132,151,124,137,178,226,211,179,143,127,151,154,132,151,124,137,178,226,211,179,143,127,151,8,6,7,6,7,9,11,10,9,7,6,7,1836,1836,1913,1913,93,2017
2267,2504,N,,74th Street,Consolidated Edison Co-NY Inc,4226,NY,MAT,NPCC,,22,1,Electric Utility,GT,KER,WOO,,,barrels,67,70,43,15,15,48,15,29,17,15,18,836,67,70,43,15,15,48,15,29,17,15,18,836,6,6,6,6,6,6,6,6,6,6,6,6,379,396,243,85,85,272,85,164,96,85,102,4730,379,396,243,85,85,272,85,164,96,85,102,4730,28,30,18,6,6,21,7,12,7,6,7,355,1188,1188,6722,6722,504,2017
2268,2511,N,,E F Barrett,National Grid Generation LLC,56505,NY,MAT,NPCC,,22,1,Electric Utility,GT,DFO,DFO,,,barrels,80,313,1558,0,938,2,16,144,0,0,7,5378,80,313,1558,0,938,2,16,144,0,0,7,5378,6,6,6,0,6,6,6,6,0,0,6,6,464,1819,9054,0,5432,11,91,816,0,0,41,31300,464,1819,9054,0,5432,11,91,816,0,0,41,31300,29,118,584,0,339,1,6,50,0,0,2,2047,8436,8436,49028,49028,3175,2017
2269,2511,N,,E F Barrett,National Grid Generation LLC,56505,NY,MAT,NPCC,,22,1,Electric Utility,GT,NG,NG,,,mcf,22898,52852,30460,39658,48202,162398,245285,140446,206288,143108,14368,84605,22898,52852,30460,39658,48202,162398,245285,140446,206288,143108,14368,84605,1,1,1,1,1,1,1,1,1,1,1,1,23585,54438,31374,40848,49648,167270,252644,144659,212477,147401,14799,87143,23585,54438,31374,40848,49648,167270,252644,144659,212477,147401,14799,87143,1469,3524,2024,2571,3096,9969,15356,8889,12120,8143,881,5700,1190568,1190568,1226286,1226286,73743,2017
2270,2511,N,,E F Barrett,National Grid Generation LLC,56505,NY,MAT,NPCC,,22,1,Electric Utility,ST,NG,NG,,,mcf,1035922,806688,865494,805729,1063061,1591368,1882246,1892563,1038276,898990,817573,885545,1035922,806688,865494,805729,1063061,1591368,1882246,1892563,1038276,898990,817573,885545,1,1,1,1,1,1,1,1,1,1,1,1,1065964,830889,891459,828289,1094953,1634335,1934949,1947447,1068386,925061,841283,912111,1065964,830889,891459,828289,1094953,1634335,1934949,1947447,1068386,925061,841283,912111,98649,75638,80583,74263,98617,148383,174661,174936,95255,82383,76614,84535,13583455,13583455,13975126,13975126,1264517,2017
2271,2511,N,,E F Barrett,National Grid Generation LLC,56505,NY,MAT,NPCC,,22,1,Electric Utility,ST,RFO,RFO,,,barrels,0,140,0,0,1683,153,0,0,0,0,0,25719,0,140,0,0,1683,153,0,0,0,0,0,25719,0,6,0,0,6,6,0,0,0,0,0,6,0,884,0,0,10620,941,0,0,0,0,0,162261,0,884,0,0,10620,941,0,0,0,0,0,162261,0,81,0,0,956,85,0,0,0,0,0,15039,27695,27695,174706,174706,16161,2017
2272,2512,N,,East Hampton,National Grid Generation LLC,56505,NY,MAT,NPCC,,22,1,Electric Utility,GT,DFO,DFO,,,barrels,902,947,577,201,202,653,207,388,231,201,238,11267,902,947,577,201,202,653,207,388,231,201,238,11267,6,6,6,6,6,6,6,6,6,6,6,6,5146,5403,3292,1147,1152,3725,1181,2214,1318,1147,1358,64278,5146,5403,3292,1147,1152,3725,1181,2214,1318,1147,1358,64278,365,383,233,82,82,264,84,157,93,81,96,4559,16014,16014,91361,91361,6480,2017
2273,2512,N,,East Hampton,National Grid Generation LLC,56505,NY,MAT,NPCC,,22,1,Electric Utility,IC,DFO,DFO,,,barrels,121,128,78,27,27,88,28,52,31,27,32,1517,121,128,78,27,27,88,28,52,31,27,32,1517,6,6,6,6,6,6,6,6,6,6,6,6,690,730,445,154,154,502,160,297,177,154,183,8654,690,730,445,154,154,502,160,297,177,154,183,8654,65,68,41,14,14,47,15,28,16,14,17,805,2156,2156,12300,12300,1144,2017
2274,2514,N,,Glenwood,National Grid Generation LLC,56505,NY,MAT,NPCC,,22,1,Electric Utility,GT,DFO,DFO,,,barrels,200,210,128,45,45,145,46,86,51,45,53,2503,200,210,128,45,45,145,46,86,51,45,53,2503,6,6,6,6,6,6,6,6,6,6,6,6,1142,1199,731,257,257,828,263,491,291,257,303,14295,1142,1199,731,257,257,828,263,491,291,257,303,14295,43,45,27,9,10,31,10,18,11,9,11,531,3557,3557,20314,20314,755,2017
