Plant Code,Plant Name,State,Sector Group,Sector Code,Prime Mover,Fuel Code,Aggregated Fuel Group,Generation (kWh),Useful Thermal Output (MMBtu),Total Fuel Consumption (MMBtu),Fuel Consumption for Electric Generation (MMBtu),"
 Fuel Consumption for Useful Thermal Output (MMBtu)",Quantity of Fuel Consumed,Fuel Units,Tons of CO2 Emissions,Metric Tonnes of CO2 Emissions,NERC Region,Balancing Authority Code,Balancing Authority Name,EIA Balancing Authority Region
2494,Gowanus Gas Turbines Generating,NY,ELECTRIC POWER,2,GT,DFO,PET,2088867,0,37669,37669,0,6540,Barrels,3038,2756,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2496,Hudson Avenue,NY,ELECTRIC POWER,1,GT,KER,PET,2104000,0,38828,38828,0,6859,Barrels,3094,2807,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2499,Narrows Gas Turbines Generating,NY,ELECTRIC POWER,2,GT,NG,GAS,23961504,0,419111,419111,0,402990,Mcf,24518,22242,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2499,Narrows Gas Turbines Generating,NY,ELECTRIC POWER,2,GT,DFO,PET,92496,0,1617,1617,0,280,Barrels,130,118,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2500,Ravenswood,NY,ELECTRIC POWER,2,CA,NG,GAS,435843126,0,0,0,0,0,Mcf,0,0,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2500,Ravenswood,NY,ELECTRIC POWER,2,CA,KER,PET,-263126,0,0,0,0,0,Barrels,0,0,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2500,Ravenswood,NY,ELECTRIC POWER,2,CT,NG,GAS,969965647,0,10342274,10342274,0,10008647,Mcf,605019,548869,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2500,Ravenswood,NY,ELECTRIC POWER,2,CT,KER,PET,489353,0,7841,7841,0,1475,Barrels,625,567,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2500,Ravenswood,NY,ELECTRIC POWER,2,GT,NG,GAS,20692921,0,356668,356668,0,345104,Mcf,20865,18929,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2500,Ravenswood,NY,ELECTRIC POWER,2,GT,KER,PET,3079,0,74,74,0,14,Barrels,6,5,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2500,Ravenswood,NY,ELECTRIC POWER,2,ST,NG,GAS,1544376819,0,17817794,17817794,0,17231846,Mcf,1042334,945599,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2500,Ravenswood,NY,ELECTRIC POWER,2,ST,RFO,PET,30306181,0,344604,344604,0,55689,Barrels,29929,27152,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2503,59th Street,NY,ELECTRIC POWER,1,GT,NG,GAS,93000,0,1913,1913,0,1836,Mcf,112,102,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2504,74th Street,NY,ELECTRIC POWER,1,GT,KER,PET,504000,0,6722,6722,0,1188,Barrels,536,486,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2511,E F Barrett,NY,ELECTRIC POWER,1,GT,NG,GAS,73742530,0,1226286,1226286,0,1190568,Mcf,71737,65080,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2511,E F Barrett,NY,ELECTRIC POWER,1,GT,DFO,PET,3175470,0,49028,49028,0,8436,Barrels,3954,3587,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2511,E F Barrett,NY,ELECTRIC POWER,1,ST,NG,GAS,1264517060,0,13975126,13975126,0,13583455,Mcf,817539,741667,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2511,E F Barrett,NY,ELECTRIC POWER,1,ST,RFO,PET,16160940,0,174706,174706,0,27695,Barrels,15173,13765,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2512,East Hampton,NY,ELECTRIC POWER,1,GT,DFO,PET,6480000,0,91361,91361,0,16014,Barrels,7368,6684,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2512,East Hampton,NY,ELECTRIC POWER,1,IC,DFO,PET,1144000,0,12300,12300,0,2156,Barrels,992,900,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2514,Glenwood,NY,ELECTRIC POWER,1,GT,DFO,PET,755000,0,20314,20314,0,3557,Barrels,1638,1486,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2516,Northport,NY,ELECTRIC POWER,1,GT,DFO,PET,21000,0,3699,3699,0,644,Barrels,298,271,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2516,Northport,NY,ELECTRIC POWER,1,ST,NG,GAS,1528796671,0,16732276,16732276,0,16261586,Mcf,978831,887990,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2516,Northport,NY,ELECTRIC POWER,1,ST,RFO,PET,98702329,0,1055293,1055293,0,166532,Barrels,91653,83147,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2517,Port Jefferson,NY,ELECTRIC POWER,1,GT,NG,GAS,40579016,0,456227,456227,0,442940,Mcf,26689,24212,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2517,Port Jefferson,NY,ELECTRIC POWER,1,GT,DFO,PET,2168984,0,24384,24384,0,4190,Barrels,1966,1784,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2517,Port Jefferson,NY,ELECTRIC POWER,1,ST,NG,GAS,162095782,0,1993078,1993078,0,1942517,Mcf,116594,105774,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2517,Port Jefferson,NY,ELECTRIC POWER,1,ST,RFO,PET,36352218,0,392824,392824,0,62398,Barrels,34117,30951,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2518,Shoreham,NY,ELECTRIC POWER,1,GT,DFO,PET,720000,0,14796,14796,0,2605,Barrels,1193,1082,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2519,South Hampton,NY,ELECTRIC POWER,1,GT,DFO,PET,951000,0,26372,26372,0,4631,Barrels,2127,1929,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2520,Southold,NY,ELECTRIC POWER,1,GT,DFO,PET,141000,0,27371,27371,0,4631,Barrels,2207,2002,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2521,West Babylon,NY,ELECTRIC POWER,1,GT,DFO,PET,732000,0,15097,15097,0,2598,Barrels,1217,1105,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2527,Greenidge Generation LLC,NY,ELECTRIC POWER,2,ST,NG,GAS,167143000,0,1845260,1845260,0,1795000,Mcf,107947,97929,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2528,Harris Lake,NY,ELECTRIC POWER,1,IC,DFO,PET,31000,0,1456,1456,0,252,Barrels,117,107,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2535,Cayuga Operating Company,NY,ELECTRIC POWER,2,ST,BIT,COAL,220762937,0,2632719,2632719,0,103294,Tons,270763,245635,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2535,Cayuga Operating Company,NY,ELECTRIC POWER,2,ST,DFO,PET,3539063,0,42382,42382,0,7323,Barrels,3418,3101,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2539,Bethlehem Energy Center,NY,ELECTRIC POWER,2,CA,NG,GAS,1749423000,0,59426,59426,0,57754,Mcf,3476,3154,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2539,Bethlehem Energy Center,NY,ELECTRIC POWER,2,CT,NG,GAS,3554296000,0,37141447,37141447,0,36069135,Mcf,2172759,1971114,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2594,Oswego Harbor Power,NY,ELECTRIC POWER,2,ST,NG,GAS,2263152,0,26578,26578,0,25740,Mcf,1555,1411,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2594,Oswego Harbor Power,NY,ELECTRIC POWER,2,ST,RFO,PET,37409848,0,411822,411822,0,65462,Barrels,35767,32448,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2625,Bowline Point,NY,ELECTRIC POWER,2,ST,NG,GAS,1194734657,0,12847795,12847795,0,12525285,Mcf,751591,681839,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2625,Bowline Point,NY,ELECTRIC POWER,2,ST,RFO,PET,15832343,0,175396,175396,0,27965,Barrels,15233,13820,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2628,Hillburn,NY,ELECTRIC POWER,2,GT,NG,GAS,383000,0,7270,7270,0,7196,Mcf,425,386,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2632,Shoemaker,NY,ELECTRIC POWER,2,GT,NG,GAS,379000,0,7986,7986,0,7909,Mcf,467,424,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2678,Plant No 1 Freeport,NY,ELECTRIC POWER,1,IC,DFO,PET,140000,0,1954,1954,0,349,Barrels,158,143,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2679,Plant No 2 Freeport,NY,ELECTRIC POWER,1,GT,NG,GAS,38733217,0,408679,408679,0,396777,Mcf,23908,21689,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2679,Plant No 2 Freeport,NY,ELECTRIC POWER,1,GT,KER,PET,643783,0,6793,6793,0,1198,Barrels,541,491,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2681,Greenport,NY,ELECTRIC POWER,1,IC,DFO,PET,19000,0,228,228,0,39,Barrels,18,17,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2682,S A Carlson,NY,ELECTRIC POWER,1,GT,NG,GAS,121366000,0,1203711,1203711,0,1167518,Mcf,70417,63882,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2682,S A Carlson,NY,ELECTRIC POWER,1,ST,NG,GAS,34344480,0,298953,298953,0,289965,Mcf,17489,15866,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2682,S A Carlson,NY,ELECTRIC POWER,1,ST,DFO,PET,124520,0,1428,1428,0,238,Barrels,115,104,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2695,Charles P Keller,NY,ELECTRIC POWER,1,IC,NG,GAS,169552,0,13914,13914,0,12368,Mcf,814,738,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
2695,Charles P Keller,NY,ELECTRIC POWER,1,IC,DFO,PET,143448,0,11770,11770,0,2023,Barrels,949,861,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
6082,Somerset Operating Co LLC,NY,ELECTRIC POWER,2,ST,BIT,COAL,340772133,0,3637743,3637743,0,138888,Tons,374126,339405,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
6082,Somerset Operating Co LLC,NY,ELECTRIC POWER,2,ST,DFO,PET,6919867,0,78054,78054,0,13516,Barrels,6295,5710,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
7146,Wading River,NY,ELECTRIC POWER,1,GT,DFO,PET,5721000,0,198201,198201,0,34061,Barrels,15984,14501,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
7314,Richard M Flynn,NY,ELECTRIC POWER,1,CA,NG,GAS,314970975,0,0,0,0,0,Mcf,0,0,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
7314,Richard M Flynn,NY,ELECTRIC POWER,1,CA,DFO,PET,4651025,0,0,0,0,0,Barrels,0,0,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
7314,Richard M Flynn,NY,ELECTRIC POWER,1,CT,NG,GAS,639487104,0,7706698,7706698,0,7496270,Mcf,450839,408998,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
7314,Richard M Flynn,NY,ELECTRIC POWER,1,CT,DFO,PET,9442896,0,112519,112519,0,19365,Barrels,9074,8232,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
7784,Allegany Cogen,NY,ELECTRIC POWER,2,CA,NG,GAS,10593000,0,38199,38199,0,37085,Mcf,2235,2027,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
7784,Allegany Cogen,NY,ELECTRIC POWER,2,CT,NG,GAS,22549000,0,257354,257354,0,249858,Mcf,15055,13658,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
7869,Glenwood Landing,NY,ELECTRIC POWER,1,GT,NG,GAS,99983293,0,1073221,1073221,0,1045005,Mcf,62783,56956,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
7869,Glenwood Landing,NY,ELECTRIC POWER,1,GT,DFO,PET,708707,0,7610,7610,0,1326,Barrels,614,557,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
7909,Vernon Boulevard,NY,ELECTRIC POWER,1,GT,NG,GAS,48335000,0,552388,552388,0,533193,Mcf,32314,29315,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
7910,Joseph J Seymour Power Project,NY,ELECTRIC POWER,1,GT,NG,GAS,86709000,0,973783,973783,0,930070,Mcf,56966,51679,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
7912,Brentwood,NY,ELECTRIC POWER,1,GT,NG,GAS,48984000,0,520948,520948,0,506760,Mcf,30475,27647,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
7913,Hell Gate,NY,ELECTRIC POWER,1,GT,NG,GAS,25775000,0,307565,307565,0,299189,Mcf,17992,16323,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
7914,Harlem River Yard,NY,ELECTRIC POWER,1,GT,NG,GAS,20625000,0,243434,243434,0,234749,Mcf,14241,12919,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
7915,North 1st,NY,ELECTRIC POWER,1,GT,NG,GAS,37362000,0,419722,419722,0,404748,Mcf,24554,22275,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
8006,Roseton Generating Facility,NY,ELECTRIC POWER,2,ST,NG,GAS,222004356,0,2610078,2610078,0,2584235,Mcf,152688,138518,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
8006,Roseton Generating Facility,NY,ELECTRIC POWER,2,ST,RFO,PET,94436644,0,982322,982322,0,153788,Barrels,85316,77398,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
8007,Holtsville,NY,ELECTRIC POWER,1,GT,KER,PET,13290000,0,228867,228867,0,39392,Barrels,18240,16547,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
8009,Auburn State Street,NY,ELECTRIC POWER,1,GT,NG,GAS,101000,0,1793,1793,0,1751,Mcf,105,95,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
8053,Pouch,NY,ELECTRIC POWER,1,GT,NG,GAS,44132000,0,463199,463199,0,443251,Mcf,27097,24582,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
8906,Astoria Generating Station,NY,ELECTRIC POWER,2,GT,NG,GAS,711000,0,12315,12315,0,11981,Mcf,720,654,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
8906,Astoria Generating Station,NY,ELECTRIC POWER,2,ST,NG,GAS,768604435,0,9371591,9371591,0,9121839,Mcf,548234,497355,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
8906,Astoria Generating Station,NY,ELECTRIC POWER,2,ST,RFO,PET,13883565,0,171065,171065,0,27897,Barrels,14857,13478,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10025,"RED-Rochester, LLC",NY,INDUSTRIAL,7,ST,BIT,COAL,208761075,1606587,5100316,1753264,3347052,200907,Tons,524545,475864,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10025,"RED-Rochester, LLC",NY,INDUSTRIAL,7,ST,NG,GAS,97308481,818383,2527406,822445,1704961,2453794,Mcf,147852,134131,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10025,"RED-Rochester, LLC",NY,INDUSTRIAL,7,ST,DFO,PET,371947,2855,9080,3129,5951,1563,Barrels,732,664,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10025,"RED-Rochester, LLC",NY,INDUSTRIAL,7,ST,RFO,PET,6428497,48456,155012,54062,100950,24373,Barrels,13463,12214,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10190,"EPCOR, Castleton Facility",NY,ELECTRIC POWER,2,CA,NG,GAS,47158930,0,87954,87954,0,85392,Mcf,5145,4668,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10190,"EPCOR, Castleton Facility",NY,ELECTRIC POWER,2,CA,DFO,PET,592070,0,0,0,0,0,Barrels,0,0,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10190,"EPCOR, Castleton Facility",NY,ELECTRIC POWER,2,CT,NG,GAS,107601639,0,1360315,1360315,0,1320695,Mcf,79578,72193,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10190,"EPCOR, Castleton Facility",NY,ELECTRIC POWER,2,CT,DFO,PET,1516361,0,18954,18954,0,3218,Barrels,1529,1387,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10305,Dutchess Cnty Resource Recovery Facility,NY,COMMERCIAL,5,ST,NG,GAS,1782002,2081,74307,59444,14863,74307,Mcf,4347,3944,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10305,Dutchess Cnty Resource Recovery Facility,NY,COMMERCIAL,5,ST,MSW,MSW,31278998,36524,1304292,1043388,260904,144920,Tons,59939,54376,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10464,ReEnergy Black River,NY,ELECTRIC POWER,2,ST,DFO,PET,407266,0,7541,7541,0,1294,Barrels,608,552,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10503,Wheelabrator Hudson Falls,NY,ELECTRIC POWER,2,ST,NG,GAS,3144241,0,92370,92370,0,92370,Mcf,5404,4902,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10503,Wheelabrator Hudson Falls,NY,ELECTRIC POWER,2,ST,MSW,MSW,67959759,0,1578817,1578817,0,151808,Tons,72555,65821,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10511,Finch Paper,NY,INDUSTRIAL,7,ST,NG,GAS,35114097,1020421,1659687,180815,1478872,1611348,Mcf,97091,88080,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10521,Lederle Laboratories,NY,INDUSTRIAL,7,CA,NG,GAS,12234662,219753,446916,80660,366256,446916,Mcf,26144,23718,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10521,Lederle Laboratories,NY,INDUSTRIAL,7,CA,DFO,PET,575158,229225,385787,3746,382041,66515,Barrels,31112,28224,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10521,Lederle Laboratories,NY,INDUSTRIAL,7,CT,NG,GAS,94491580,410208,1354777,671099,683678,1354777,Mcf,79254,71899,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10617,CH Resources Beaver Falls,NY,ELECTRIC POWER,3,CA,NG,GAS,50000,352,962,308,654,978,Mcf,56,51,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10617,CH Resources Beaver Falls,NY,ELECTRIC POWER,3,CT,NG,GAS,5664000,8865,54260,37844,16416,55142,Mcf,3174,2880,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10620,Carthage Energy LLC,NY,ELECTRIC POWER,2,CA,NG,GAS,1409000,0,2062,2062,0,2011,Mcf,121,109,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10620,Carthage Energy LLC,NY,ELECTRIC POWER,2,CT,NG,GAS,3492000,0,46895,46895,0,45812,Mcf,2743,2489,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10621,CH Resources Syracuse,NY,ELECTRIC POWER,2,CA,NG,GAS,118000,0,1925,1925,0,1956,Mcf,113,102,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10621,CH Resources Syracuse,NY,ELECTRIC POWER,2,CT,NG,GAS,20450000,0,168621,168621,0,171364,Mcf,9864,8949,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10642,Covanta Hempstead,NY,ELECTRIC POWER,2,ST,MSW,MSW,592911979,0,10602001,10602001,0,1060186,Tons,487218,442001,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10642,Covanta Hempstead,NY,ELECTRIC POWER,2,ST,DFO,PET,595021,0,10944,10944,0,1861,Barrels,883,801,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10725,Selkirk Cogen,NY,ELECTRIC POWER,3,CA,NG,GAS,60045000,0,27439,27439,0,26674,Mcf,1605,1456,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
10725,Selkirk Cogen,NY,ELECTRIC POWER,3,CT,NG,GAS,152540000,157791,2043798,1700775,343023,1986532,Mcf,119561,108465,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50136,South Oaks Hospital,NY,COMMERCIAL,5,IC,NG,GAS,6035000,49393,81307,25179,56128,73914,Mcf,4756,4315,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50203,US Gypsum Oakfield,NY,INDUSTRIAL,7,GT,NG,GAS,28131880,171218,420566,153039,267527,391225,Mcf,24603,22320,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50292,Bethpage Power Plant,NY,ELECTRIC POWER,2,CA,NG,GAS,108065000,0,248982,248982,0,241941,Mcf,14565,13214,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50292,Bethpage Power Plant,NY,ELECTRIC POWER,2,CT,NG,GAS,353722000,0,3876394,3876394,0,3767148,Mcf,226767,205722,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50292,Bethpage Power Plant,NY,ELECTRIC POWER,2,GT,NG,GAS,144608000,0,1511582,1511582,0,1468980,Mcf,88427,80220,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50368,Cornell University Central Heat,NY,COMMERCIAL,5,CA,NG,GAS,25767908,185379,364398,117228,247170,353786,Mcf,21317,19339,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50368,Cornell University Central Heat,NY,COMMERCIAL,5,CA,DFO,PET,26092,1888,2634,119,2515,462,Barrels,212,193,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50368,Cornell University Central Heat,NY,COMMERCIAL,5,CT,NG,GAS,225722545,1110785,2529007,1047961,1481046,2455346,Mcf,147946,134216,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50368,Cornell University Central Heat,NY,COMMERCIAL,5,CT,DFO,PET,26455,132,298,123,175,52,Barrels,24,22,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50368,Cornell University Central Heat,NY,COMMERCIAL,5,IC,DFO,PET,41000,231,493,187,306,86,Barrels,40,36,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50427,Bronx Zoo,NY,COMMERCIAL,5,IC,NG,GAS,20215000,78290,262970,123167,139803,239064,Mcf,15384,13956,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50449,Indeck Silver Springs Energy Center,NY,ELECTRIC POWER,3,CA,NG,GAS,14229900,0,20957,20957,0,20447,Mcf,1226,1112,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50449,Indeck Silver Springs Energy Center,NY,ELECTRIC POWER,3,CT,NG,GAS,42547110,800,545462,543179,2283,532245,Mcf,31909,28948,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50450,Indeck Oswego Energy Center,NY,ELECTRIC POWER,3,CA,NG,GAS,17577911,0,29277,29277,0,28759,Mcf,1713,1554,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50450,Indeck Oswego Energy Center,NY,ELECTRIC POWER,3,CA,DFO,PET,4089,0,0,0,0,0,Barrels,0,0,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50450,Indeck Oswego Energy Center,NY,ELECTRIC POWER,3,CT,NG,GAS,38226606,189,491082,490541,541,482400,Mcf,28728,26062,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50450,Indeck Oswego Energy Center,NY,ELECTRIC POWER,3,CT,DFO,PET,9394,0,122,122,0,21,Barrels,10,9,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50451,Indeck Yerkes Energy Center,NY,ELECTRIC POWER,3,CA,NG,GAS,12486348,0,14624,14624,0,14110,Mcf,855,776,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50451,Indeck Yerkes Energy Center,NY,ELECTRIC POWER,3,CA,DFO,PET,2652,0,0,0,0,0,Barrels,0,0,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50451,Indeck Yerkes Energy Center,NY,ELECTRIC POWER,3,CT,NG,GAS,36252755,0,485694,485694,0,468721,Mcf,28413,25776,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50451,Indeck Yerkes Energy Center,NY,ELECTRIC POWER,3,CT,DFO,PET,8245,0,110,110,0,19,Barrels,9,8,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50458,Indeck Corinth Energy Center,NY,ELECTRIC POWER,3,CA,NG,GAS,243500047,0,302940,302940,0,294645,Mcf,17722,16077,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50458,Indeck Corinth Energy Center,NY,ELECTRIC POWER,3,CA,DFO,PET,1069953,0,0,0,0,0,Barrels,0,0,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
50458,Indeck Corinth Energy Center,NY,ELECTRIC POWER,3,CT,NG,GAS,424769764,90068,5103347,4903201,200146,4962900,Mcf,298544,270837,NPCC,NYIS,New York Independent System Operator,New York Independent System Operator
